Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?) if (.*),Entire forests may die out if ozone levels are very high.,Entire forests may die out,ozone levels are very high.
(.*?)(?:by|through) (.*),"Other plants, including crop plants, may also be damaged by ozone.","Other plants, including crop plants, may also be damaged ",ozone.
(.*?)(?:by|through) (.*),They can be harmed by levels of ozone that would not affect most other people.,They can be harmed ,levels of ozone that would not affect most other people.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),This means there is less energy for photosynthesis.,This,there is less energy for photosynthesis.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),Less photosynthesis means that plants and phytoplankton produce less food.,Less photosynthesis,that plants and phytoplankton produce less food.
(.*?) why (.*),Thats why theyre called pollutants.,Thats,theyre called pollutants.
(.*?) as (.*),Some air pollutants damage the environment as well as the health of living things.,Some air pollutants damage the environment,well as the health of living things.
(.*?) as (.*),"Heavy metals, such as mercury and lead, are toxic to living things.","Heavy metals, such","mercury and lead, are toxic to living things."
(.*?)(?:by|through) (.*),The metals build up in the tissues of organisms by bioaccumulation.,The metals build up in the tissues of organisms ,bioaccumulation.
(.*?) as (.*),Thats why people should avoid eating too much of large fish such as tuna.,Thats why people should avoid eating too much of large fish such,tuna.
(.*?) because (.*),Thats because their organs are still developing.,Thats,their organs are still developing.
(.*?) as (.*),"CO is deadly to people in a confined space, such as a closed home.","CO is deadly to people in a confined space, such",a closed home.
(.*?) so (.*),"Carbon monoxide is odorless and colorless, so people cant tell when they are breathing it.","Carbon monoxide is odorless and colorless,",people cant tell when they are breathing it.
(.*?) why (.*),Thats why homes should have carbon monoxide detectors.,Thats,homes should have carbon monoxide detectors.
(.*?) for (.*),There are two basic types of strategies for reducing pollution from fossil fuels: 1. Use less fossil fuel to begin with. 2.,There are two basic types of strategies,reducing pollution from fossil fuels: 1. Use less fossil fuel to begin with. 2.
(.*?) as (.*),These cars use gas only as a backup fuel.,These cars use gas only,a backup fuel.
(.*?)(?:by|through) (.*),"As a result, they produce just 10 percent of the air pollution produced by cars that run only on gas.","As a result, they produce just 10 percent of the air pollution produced ",cars that run only on gas.
(.*?)(?:by|through) (.*),Carbon is sequestered naturally by forests.,Carbon is sequestered naturally ,forests.
(.*?) for (.*),Trees take in carbon dioxide for photosynthesis.,Trees take in carbon dioxide,photosynthesis.
(.*?) as (.*),The Kyoto Protocol has not been as successful as the Montreal Protocol.,The Kyoto Protocol has not been,successful as the Montreal Protocol.
(.*) reason (.*?) (?:that|because) (.*),"One reason is that the worlds biggest producer of greenhouse gases, the U.S., did not sign the Kyoto Protocol.",One,is,"the worlds biggest producer of greenhouse gases, the U.S., did not sign the Kyoto Protocol."
(.*?)(?:by|through) (.*),It was signed by many countries in 1987.,It was signed ,many countries in 1987.
(.*?)(?:by|through) (.*),"By 1995, few CFCs were still being used.",,"1995, few CFCs were still being used."
(.*) because of (.*),But the ozone hole kept growing for several years after that because of the CFCs already in the atmosphere.,But the ozone hole kept growing for several years after that,the CFCs already in the atmosphere.
(.*?)(?:by|through) (.*),"In 1610, Galileo looked at the night sky through the first telescope.","In 1610, Galileo looked at the night sky ",the first telescope.
(.*?)(?:by|through) (.*),But Galileos observations through his telescope proved that Copernicus was right.,But Galileos observations ,his telescope proved that Copernicus was right.
(.*?) for (.*),Humans have been studying the night sky for thousands of years.,Humans have been studying the night sky,thousands of years.
(.*) so (.*?) that (.*),Stars were so important that the patterns they made in the sky were named.,Stars were,important,the patterns they made in the sky were named.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),The word in Greek means wanderers.,The word in Greek,wanderers.
(.*?)(?:by|through) (.*),Each color is determined by its wavelength.,Each color is determined ,its wavelength.
(.*?)(?:by|through) (.*),Visible light ranges from violet wavelengths of 400 nanometers (nm) through red at 700 nm.,Visible light ranges from violet wavelengths of 400 nanometers (nm) ,red at 700 nm.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),"This means that as wavelengths get shorter, more waves move past a particular spot in the same amount of time.",This,"that as wavelengths get shorter, more waves move past a particular spot in the same amount of time."
(.*?)(?:by|through) (.*),"By carefully studying light from many stars, astronomers know how stars evolve.",,"carefully studying light from many stars, astronomers know how stars evolve."
(.*?)(?:by|through) (.*),"To find out what you can expect to see when looking through a telescope, check out",To find out what you can expect to see when looking ,"a telescope, check out"
(.*?) if (.*),You can see sunspots if you have special filters on the lenses.,You can see sunspots,you have special filters on the lenses.
(.*?) so (.*),They are so far away.,They are,far away.
(.*?) as (.*),Only the red supergiant star Betelgeuse is large enough to appear as a disk.,Only the red supergiant star Betelgeuse is large enough to appear,a disk.
(.*?) for (.*),"Except for our Sun, of course.",Except,"our Sun, of course."
(.*) so that (.*),The data is fed into computers so that it can be studied.,The data is fed into computers,it can be studied.
(.*?) if (.*),This telescope would collapse under its own weight if it were not supported by the ground.,This telescope would collapse under its own weight,it were not supported by the ground.
(.*?)(?:by|through) (.*),Telescopes on Earth all have one big problem: Incoming light must pass through the atmosphere.,Telescopes on Earth all have one big problem: Incoming light must pass ,the atmosphere.
(.*?) so (.*),"There is less air above the telescope, so there is less interference from the atmosphere.","There is less air above the telescope,",there is less interference from the atmosphere.
(.*?) since (.*),Space telescopes avoid such problems completely since they orbit outside the atmosphere.,Space telescopes avoid such problems completely,they orbit outside the atmosphere.
(.*?) for (.*),Humans have been making and using magnifying lenses for thousands of years.,Humans have been making and using magnifying lenses,thousands of years.
